epoch,loss
10,0.3832728862762451
20,0.29716724157333374
30,0.24703729152679443
40,0.232279434800148
50,0.22200217843055725
60,0.21404902637004852
70,0.20606859028339386
80,0.19855332374572754
90,0.191133052110672
100,0.1836835741996765
